hospital_rank,name
"
                                    (三甲)                                    ",石家庄市人民医院
"
                                    (三甲, 特色:综合)                                    ",河北医科大学第二医院
"
                                    (三甲, 特色:综合)                                    ",河北省人民医院
"
                                    (三甲, 特色:综合)                                    ",河北医科大学第三医院
"
                                    (三甲, 特色:肿瘤)                                    ",河北医科大学第四医院
"
                                    (三甲, 特色:综合)                                    ",河北医科大学第一医院
"
                                    (三甲, 特色:中医)                                    ",河北省中医院
"
                                    (三甲, 特色:儿童)                                    ",河北省儿童医院
"
                                    (三级, 特色:呼吸)                                    ",河北省胸科医院
"
                                    (三甲, 特色:综合)                                    ",白求恩国际和平医院
"
                                    (三甲)                                    ",石家庄市中医院
"
                                    (三甲)                                    ",石家庄市妇产医院
"
                                    (二甲)                                    ",正定县人民医院
"
                                    (二甲)                                    ",藁城市人民医院
"
                                    (二甲)                                    ",石家庄市第二医院
"
                                    (三级)                                    ",石家庄市第三医院
"
                                    (二甲)                                    ",元氏县医院
"
                                    (二甲)                                    ",平山县人民医院
"
                                    (二甲)                                    ",新乐市医院
"
                                    (三级, 特色:传染)                                    ",石家庄市第五医院
"
                                    (二甲)                                    ",行唐县人民医院
"
                                    (二甲)                                    ",赵县人民医院
"
                                    (二级)                                    ",高邑县医院
"
                                    (二甲)                                    ",井陉县医院
"
                                    (二甲)                                    ",晋州中医院
"
                                    (三级, 特色:口腔)                                    ",河北医科大学口腔医院
"
                                    (二甲)                                    ",辛集市第一医院
"
                                    (三级)                                    ",陆军军医大学士官学校附属医院
"
                                    (二甲)                                    ",深泽县医院
"
                                    (二甲)                                    ",行唐县中医医院
"
                                    (二甲)                                    ",藁城中西医结合医院
"
                                    (三级)                                    ",石家庄市妇幼保健院
"
                                    (二甲)                                    ",晋州市人民医院
"
                                    (二甲)                                    ",赞皇县医院
"
                                    (二甲)                                    ",河北省中医药科学院附属医院
"
                                    (二甲)                                    ",元氏县中医院
"
                                    (二甲)                                    ",灵寿县医院
"
                                    (二甲)                                    ",石家庄市第八医院
"
                                    (二甲)                                    ",新乐市中医医院
"
                                    (二甲)                                    ",石家庄市栾城人民医院
"
                                    (二甲)                                    ",辛集市中医院
"
                                    (二甲)                                    ",鹿泉区人民医院
"
                                    (二甲)                                    ",河北省优抚医院
"
                                    (二甲)                                    ",河北省老年病医院
"
                                    (二甲)                                    ",无极县医院
"
                                    (二甲)                                    ",辛集市第二医院
"
                                    (二级)                                    ",赵县第二人民医院
"
                                    (二甲)                                    ",井陉县中医院
"
                                    (二甲)                                    ",新乐市第二医院
"
                                    (二甲)                                    ",平山县妇幼保健院
"
                                    (二甲)                                    ",石家庄循环化工园区医院
"
                                    (二级)                                    ",河北省生殖医院
"
                                    (二级)                                    ",正定县妇幼保健院
"
                                    (二级)                                    ",河北省辛集市妇幼保健院
"
                                                                        ",河北省计划生育科学技术研究院
"
                                    (二级)                                    ",新乐市中心医院
"
                                    (二级)                                    ",华北医疗健康集团石家庄华药医院
"
                                    (二甲)                                    ",元氏县妇幼保健院
"
                                                                        ",石家庄市长安区长丰街道办事处社区卫生服务中心
"
                                    (二级)                                    ",无极县妇幼保健院
"
                                    (一级)                                    ",新乐市化皮镇卫生院
"
                                    (二甲)                                    ",赞皇县中医院
"
                                    (二甲)                                    ",赵县中医院
"
                                    (二级)                                    ",行唐县妇幼保健院
"
                                    (二甲)                                    ",石家庄市井陉矿区人民医院
"
                                    (二甲)                                    ",鹿泉区妇幼保健院
"
                                    (二甲)                                    ",灵寿县中西医结合医院
"
                                                                        ",辛集市辛集镇卫生院
"
                                                                        ",石家庄市桥西区旭城社区卫生服务站
"
                                                                        ",廉州镇卫生院
"
                                                                        ",石家庄市长安区妇幼保健计划生育服务中心
"
                                    (三级)                                    ",河北生殖妇产医院
"
                                    (二甲)                                    ",无极县中医院
"
                                    (三甲, 特色:综合)                                    ",邯郸市第一医院
"
                                    (三甲, 特色:综合)                                    ",邯郸市中心医院
"
                                    (二甲)                                    ",涉县医院
"
                                    (二甲)                                    ",武安市第一人民医院
"
                                    (三甲)                                    ",河北工程大学附属医院
"
                                    (三甲)                                    ",峰峰集团总医院
"
                                    (二甲)                                    ",大名县人民医院
"
                                    (二甲, 特色:刘学东)                                    ",曲周县医院
"
                                    (二甲)                                    ",邯郸市第二医院
"
                                    (三甲, 特色:中医)                                    ",邯郸市中医院
"
                                    (三级)                                    ",邯郸市妇幼保健院
"
                                    (二甲)                                    ",魏县人民医院
"
                                    (二甲)                                    ",邯郸市永年区第一医院
"
                                    (二级)                                    ",涉县中医院
"
                                    (三级)                                    ",邯郸市第三医院
"
                                    (二甲)                                    ",邯郸市第四医院
"
                                    (二甲)                                    ",鸡泽县医院
"
                                    (二甲)                                    ",馆陶县人民医院
"
                                    (二甲)                                    ",磁县人民医院
"
                                    (二甲)                                    ",馆陶县中医医院
"
                                    (二甲)                                    ",广平县人民医院
"
                                    (二甲)                                    ",邯郸市人民医院
"
                                    (二甲)                                    ",成安县人民医院
"
                                    (二甲)                                    ",曲周县中医院
"
                                    (二甲)                                    ",邯郸市医院东区
"
                                    (二甲)                                    ",邯郸市口腔医院
"
                                    (二甲)                                    ",邯钢医院
"
                                    (二甲)                                    ",邯郸市永年区中医院
"
                                    (二甲)                                    ",河北省临漳县人民医院
"
                                    (二甲)                                    ",曲周县妇幼保健院
"
                                    (二甲)                                    ",邯郸市传染病医院
"
                                    (二甲)                                    ",魏县中医院
"
                                    (二甲)                                    ",邱县中医院
"
                                    (三级)                                    ",邯郸市285医院
"
                                    (二甲)                                    ",邯郸市第七医院
"
                                    (二甲)                                    ",临漳县中医院
"
                                    (二甲)                                    ",大名县妇幼保健院
"
                                    (二甲)                                    ",邯郸市肥乡区中心医院
"
                                    (二甲)                                    ",河北省武安市中医院
"
                                    (二甲)                                    ",邯郸市第五医院
"
                                    (二甲)                                    ",鸡泽县中医院
"
                                    (二甲)                                    ",磁县中医院
"
                                    (二甲)                                    ",磁县妇幼保健院
"
                                    (三甲)                                    ",邯郸市第一医院西院区
"
                                    (二级)                                    ",魏县妇幼保健院
"
                                    (二甲)                                    ",邱县中心医院
"
                                    (二甲)                                    ",五矿邯邢职工总医院
"
                                    (二级)                                    ",永年区妇幼保健院
"
                                    (二级)                                    ",中煤一公司岭北职工医院
"
                                    (二甲)                                    ",临漳县妇幼保健院
"
                                    (二甲)                                    ",大名县中医医院
"
                                    (二甲)                                    ",邯郸天津铁厂职工医院
"
                                                                        ",邱县妇幼保健院
"
                                    (二甲)                                    ",涉县妇幼保健院
"
                                    (二级)                                    ",峰峰矿区中医院
"
                                    (二甲)                                    ",邯郸矿业集团有限公司总医院
"
                                                                        ",邱县古城营乡卫生院
"
                                    (三级)                                    ",邯郸市儿童医院
"
                                    (二级)                                    ",武安市妇幼保健院
"
                                                                        ",涉县肿瘤医院
"
                                    (二级)                                    ",广平县妇幼保健院
"
                                    (一级)                                    ",峰峰矿区妇幼保健院
"
                                    (二级)                                    ",邯郸市华安医院
"
                                    (二级)                                    ",新兴际华集团有限公司医院
"
                                    (一级)                                    ",侯村镇中心卫生院
"
                                    (一级)                                    ",邱县新马头镇卫生院
"
                                    (二级)                                    ",高臾精神病医院
"
                                                                        ",丛台区人民路办事处矿建社区卫生服务站
"
                                    (二甲)                                    ",成安县中医院
"
                                    (二甲)                                    ",肥乡区中医院
"
                                    (一级)                                    ",临漳县第二医院
"
                                    (三甲)                                    ",保定市第一中心医院
"
                                    (三甲, 特色:综合)                                    ",河北大学附属医院
"
                                    (三甲)                                    ",保定市第二中心医院
"
                                    (三甲)                                    ",保定市第二医院
"
                                    (三级)                                    ",定州市人民医院
"
                                    (三级)                                    ",保定市第一医院
"
                                    (二甲)                                    ",河北省第七人民医院
"
                                    (三甲)                                    ",河北大学附属医院北院
"
                                    (二甲)                                    ",河北高碑店市医院
"
                                    (三甲)                                    ",陆军八十二集团军医院
"
                                    (二甲)                                    ",容城县人民医院
"
                                    (二甲)                                    ",北京儿童医院保定医院
"
                                    (三甲)                                    ",保定市第一中医院
"
                                    (二甲)                                    ",保定市满城区人民医院
"
                                    (二甲)                                    ",保定市第五医院
"
                                    (二甲)                                    ",涞水县医院
"
                                    (三甲)                                    ",保定市妇幼保健院
"
                                    (二甲)                                    ",雄县医院
"
                                    (三甲)                                    ",涿州市医院
"
                                    (二甲)                                    ",顺平县医院
"
                                    (二甲)                                    ",河北安国市医院
"
                                    (二级)                                    ",河北易县医院
"
                                    (二甲)                                    ",安新县医院
"
                                    (二甲)                                    ",徐水区人民医院
"
                                    (二甲)                                    ",定兴县医院
"
                                    (二甲)                                    ",曲阳县人民医院
"
                                    (三甲, 特色:精神)                                    ",河北省精神卫生中心
"
                                    (二甲)                                    ",涞源县医院
"
                                    (二甲)                                    ",高阳县中医医院
"
                                    (二甲)                                    ",望都县医院
"
                                    (二级)                                    ",博野县医院
"
                                    (二甲)                                    ",蠡县医院
"
                                    (三级)                                    ",保定市第四中心医院
"
                                    (二甲)                                    ",高阳县人民医院
"
                                    (二甲)                                    ",河北省荣军医院
"
                                    (二甲, 特色:肛肠)                                    ",保定市第三中心医院
"
                                    (二级)                                    ",保定市清苑区人民医院
"
                                    (二甲)                                    ",保定市中医院
"
                                    (二甲)                                    ",清苑区妇幼保健院
"
                                    (三级)                                    ",容城县妇幼保健院
"
                                    (二甲)                                    ",安新县中医医院
"
                                    (二甲)                                    ",保定市人民医院
"
                                    (二甲)                                    ",安国市中医院
"
                                    (二甲)                                    ",曲阳县中医院
"
                                    (二甲)                                    ",保定市徐水区妇幼保健院
"
                                    (二级)                                    ",易县妇幼保健院
"
                                    (二级)                                    ",保定市骨科医院
"
                                    (二甲)                                    ",雄县中医院
"
                                    (二甲)                                    ",涞水县妇幼保健院
"
                                    (二甲)                                    ",涞源县中医院
"
                                    (二级)                                    ",博野县中医医院
"
                                    (一级)                                    ",中铁建工集团医院
"
                                    (二甲)                                    ",保定第七医院
"
                                    (二级)                                    ",阜平县医院
"
                                    (二甲)                                    ",定州市中医医院
"
                                    (二甲)                                    ",唐县中医医院
"
                                    (二甲)                                    ",望都县中医医院
"
                                    (二级)                                    ",高阳县妇幼保健院
"
                                    (二甲)                                    ",定州市妇幼保健院
"
                                    (二甲)                                    ",安国市妇幼保健院
"
                                    (二甲)                                    ",清苑区中医院
"
                                    (二甲)                                    ",蠡县中医医院
"
                                    (二甲)                                    ",阜平县中医医院
"
                                    (二级)                                    ",雄县妇幼保健院
"
                                    (二级)                                    ",高碑店市中医医院
"
                                    (一级)                                    ",易县白马中心卫生院
"
                                    (二级)                                    ",竞秀区医院
"
                                    (一级)                                    ",定兴县中医医院
"
                                    (一级)                                    ",郎家庄中心卫生院
"
                                    (三甲)                                    ",邢台市人民医院
"
                                    (三级)                                    ",华北医疗邢矿总医院
"
                                    (三级)                                    ",邢台市第三医院
"
                                    (二甲)                                    ",邢台市第九医院
"
                                    (三级)                                    ",邢台医专第二附属医院
"
                                    (二甲)                                    ",威县人民医院
"
                                    (二甲)                                    ",南宫市人民医院
"
                                    (二甲)                                    ",隆尧县医院
"
                                    (三甲)                                    ",河北省眼科医院
"
                                    (二甲)                                    ",邢台市第一医院
"
                                    (二级)                                    ",广宗县医院
"
                                    (二甲)                                    ",内丘县人民医院
"
                                    (二甲)                                    ",临西县人民医院
"
                                    (三级)                                    ",河北省退役军人总医院
"
                                    (二甲)                                    ",平乡县人民医院
"
                                    (二甲)                                    ",新河县人民医院
"
                                    (二级)                                    ",任泽区人民医院
"
                                    (二甲)                                    ",清河县中心医院
"
                                    (二甲)                                    ",清河县人民医院
"
                                    (二级)                                    ",威县妇女儿童医院
"
                                    (二甲)                                    ",柏乡县人民医院
"
                                    (二甲)                                    ",沙河市人民医院
"
                                    (二甲)                                    ",威县中医院
"
                                    (二级)                                    ",南宫市妇幼保健院
"
                                    (三级)                                    ",邢台市中医院
"
                                    (二甲)                                    ",内丘县中医院
"
                                    (二甲)                                    ",清河县中医院
"
                                    (二甲)                                    ",邢台市信都区人民医院
"
                                    (二级)                                    ",邢台市第五医院
"
                                    (二甲)                                    ",邢台市妇幼保健院
"
                                    (二甲)                                    ",沙河市中医医院
"
                                    (二甲)                                    ",宁晋县中西医结合医院
"
                                    (二甲)                                    ",宁晋县医院
"
                                    (二甲)                                    ",邢台市第二医院
"
                                    (二级)                                    ",柏乡县中心医院
"
                                    (二级)                                    ",南宫市中医院
"
                                    (二甲)                                    ",邢台县中心医院
"
                                    (二级)                                    ",邢台市第七医院
"
                                    (二甲)                                    ",柏乡县中医院
"
                                                                        ",宁晋县妇幼保健院
"
                                    (二甲)                                    ",邢台市南和区人民医院
"
                                    (二级)                                    ",邢台市精神病医院
"
                                    (二级)                                    ",邢台市第四医院
"
                                    (二甲)                                    ",邢台冶金医院
"
                                    (二甲)                                    ",邢台市襄都区医院
"
                                    (一甲)                                    ",临西县第二人民医院
"
                                                                        ",广宗县妇幼保健计划生育服务中心
"
                                    (一级)                                    ",威县第二人民医院
"
                                    (一级)                                    ",平乡县中西医结合医院
"
                                    (二甲)                                    ",临城县人民医院
"
                                    (一级)                                    ",冀中能源东庞煤矿医院
"
                                                                        ",平乡县平乡中心卫生院
"
                                                                        ",南宫市王道寨乡卫生院
"
                                    (一级)                                    ",东良乡中心卫生院
"
                                    (二甲)                                    ",临城县中医医院
"
                                    (二级)                                    ",新河县中医医院
"
                                    (一级)                                    ",临西县妇幼保健计划生育服务中心
"
                                    (二级)                                    ",宁晋县第四医院
"
                                    (三甲)                                    ",沧州市中心医院
"
                                    (三甲)                                    ",沧州市人民医院
"
                                    (三甲)                                    ",沧州中西医结合医院
"
                                    (二甲)                                    ",沧县医院
"
                                    (二甲)                                    ",泊头市医院
"
                                    (三甲)                                    ",华北石油管理局总医院
"
                                    (二甲)                                    ",献县中医院
"
                                    (三甲)                                    ",沧州市人民医院颐和院区
"
                                    (二甲)                                    ",青县人民医院
"
                                    (二甲)                                    ",任丘市人民医院
"
                                    (二甲)                                    ",黄骅市人民医院
"
                                    (三级)                                    ",南皮县人民医院
"
                                    (二级)                                    ",肃宁县人民医院
"
                                    (三级)                                    ",沧州市妇幼保健院
"
                                    (二甲)                                    ",河间市人民医院
"
                                    (二甲)                                    ",东光县中医医院
"
                                    (二甲)                                    ",盐山县人民医院
"
                                    (二甲)                                    ",南皮县中医医院
"
                                    (二甲)                                    ",献县人民医院
"
                                    (二级)                                    ",东光县医院
"
                                    (二甲)                                    ",孟村县医院
"
                                    (二级)                                    ",吴桥县中西医结合医院
"
                                    (二甲)                                    ",沧州市传染病医院
"
                                    (二级)                                    ",任丘市妇幼保健院
"
                                    (二甲)                                    ",泊头市中医医院
"
                                    (二甲)                                    ",任丘市中医医院
"
                                    (二甲)                                    ",黄骅市中医医院
"
                                    (三甲)                                    ",沧州市人民医院医专肿瘤院区
"
                                    (二甲)                                    ",吴桥县人民医院
"
                                    (二级)                                    ",南大港医院
"
                                    (二甲)                                    ",沧州市中医院
"
                                    (二级)                                    ",献县妇幼保健院
"
                                    (二甲)                                    ",青县中医医院
"
                                                                        ",沧州眼科医院
"
                                    (三甲)                                    ",河北省沧州中西医结合医院东院区
"
                                    (二级)                                    ",海兴县医院
"
                                    (二级)                                    ",黄骅市中西医结合医院
"
                                    (二级)                                    ",渤海新区人民医院
"
                                    (一级)                                    ",盐山县寿甫中医医院
"
                                    (一级)                                    ",河间市妇幼保健院
"
                                    (一级)                                    ",吴桥县杨家寺乡卫生院
"
                                    (二甲)                                    ",泊头市第三人民医院
"
                                    (二级)                                    ",沧州市中心医院河间分院
"
                                                                        ",沟店铺乡卫生院
"
                                    (二级)                                    ",井下医院
"
                                                                        ",河间市时村乡卫生院
"
                                                                        ",麻家坞镇卫生院
"
                                    (二级)                                    ",中捷医院
"
                                    (一级)                                    ",南皮县妇幼保健站
"
                                    (二甲)                                    ",华北石油中医医院
"
                                    (一级)                                    ",双庙社区医疗服务中心
"
                                    (一级)                                    ",华油东风医院
"
                                    (一级)                                    ",海兴县中医医院
"
                                    (三甲)                                    ",唐山市工人医院
"
                                    (三甲)                                    ",华北理工大学附属医院
"
                                    (三甲)                                    ",唐山市人民医院
"
                                    (三级)                                    ",唐山市协和医院
"
                                    (三甲)                                    ",唐山市妇幼保健院
"
                                    (三甲)                                    ",开滦总医院
"
                                    (二甲)                                    ",迁安市人民医院
"
                                    (二甲)                                    ",唐山市丰南区医院
"
                                    (二甲)                                    ",滦州市人民医院
"
                                    (二甲)                                    ",丰润区人民医院
"
                                    (三甲)                                    ",唐山市中医医院
"
                                    (二甲)                                    ",丰润区中医医院
"
                                    (二甲)                                    ",乐亭县医院
"
                                    (三级)                                    ",唐山市第二医院
"
                                    (二甲)                                    ",遵化市人民医院
"
                                    (二甲, 特色:中医)                                    ",唐山市丰南区中医院
"
                                    (二甲)                                    ",迁西县人民医院
"
                                    (二甲)                                    ",玉田县医院
"
                                    (二甲)                                    ",滦南县医院
"
                                    (三甲)                                    ",迁安市中医医院
"
                                    (二甲)                                    ",玉田县中医医院
"
                                    (二甲)                                    ",唐山市开平医院
"
                                    (二甲)                                    ",曹妃甸区医院
"
                                    (二甲)                                    ",滦州市中医医院
"
                                    (二甲)                                    ",丰润区第二人民医院
"
                                    (二甲)                                    ",滦南县中医院
"
                                    (二甲)                                    ",唐山市第八医院
"
                                    (二甲)                                    ",唐山二十二冶医院
"
                                    (三级)                                    ",开滦精神卫生中心
"
                                    (二甲)                                    ",首钢矿山医院
"
                                    (二甲)                                    ",中国建筑第二工程局职工医院
"
                                    (二甲)                                    ",玉田县妇幼保健院
"
                                    (二甲)                                    ",开滦马家沟医院
"
                                    (二级)                                    ",唐山市传染病医院
"
                                    (二级)                                    ",唐山市第五医院
"
                                    (二甲)                                    ",遵化市中医院
"
                                    (二甲)                                    ",古冶区中医医院
"
                                    (二级)                                    ",唐山市眼科医院
"
                                    (二甲)                                    ",迁安市妇幼保健院
"
                                    (二级)                                    ",迁西县妇幼保健院
"
                                    (二甲)                                    ",南堡开发区医院
"
                                    (二甲)                                    ",唐山市第三医院
"
                                    (二级)                                    ",遵化市第二医院
"
                                    (二甲)                                    ",迁西县中医院
"
                                                                        ",五重安乡卫生院
"
                                    (二级)                                    ",玉田县第二医院
"
                                    (一级)                                    ",大崔庄镇中心卫生院
"
                                    (二级)                                    ",唐山市第四医院
"
                                    (二级)                                    ",唐山市人民医院医疗集团海港医院
"
                                    (二级)                                    ",遵化市妇幼保健院
"
                                    (二级)                                    ",曹妃甸区工人医院
"
                                    (一级)                                    ",长凝镇中心卫生院
"
                                    (三甲)                                    ",河北北方学院附属第一医院
"
                                    (三甲)                                    ",陆军第81集团军医院
"
                                    (三甲)                                    ",张家口市第一医院
"
                                    (三级)                                    ",河北北方学院附属第二医院
"
                                    (二甲)                                    ",张北县医院
"
                                    (二级)                                    ",张家口市第四医院
"
                                    (二甲)                                    ",张家口市第二医院
"
                                    (二甲)                                    ",张家口市第一医院东区
"
                                    (二甲)                                    ",蔚县人民医院
"
                                    (二甲)                                    ",张家口市妇幼保健院
"
                                    (二甲)                                    ",康保县人民医院
"
                                    (二甲)                                    ",涿鹿县医院
"
                                    (二甲)                                    ",张家口宣钢医院
"
                                    (二级)                                    ",怀安县医院
"
                                    (二甲)                                    ",张家口市中医院
"
                                    (二甲)                                    ",张家口市宣化区医院
"
                                    (二甲)                                    ",万全区中医院
"
                                    (二级)                                    ",阳原县人民医院
"
                                    (二级)                                    ",张家口市沙岭子医院
"
                                    (二甲)                                    ",怀来县医院
"
                                    (二甲)                                    ",万全区医院
"
                                    (二级)                                    ",张家口市第五医院
"
                                    (二甲)                                    ",张家口市妇幼保健院儿童院区
"
                                    (二甲)                                    ",沽源县人民医院
"
                                    (三级)                                    ",北京大学第三医院崇礼院区
"
                                    (二甲)                                    ",尚义县医院
"
                                    (二级)                                    ",张家口市传染病医院
"
                                    (二级)                                    ",赤城县医院
"
                                    (二级)                                    ",康保县中医院
"
                                    (二甲)                                    ",宣化区人民医院
"
                                    (二甲)                                    ",张家口市口腔医院
"
                                    (二甲)                                    ",蔚县中医院
"
                                    (二级)                                    ",宣化区中医院
"
                                    (二甲)                                    ",下花园区医院
"
                                    (二甲)                                    ",怀来县中医医院
"
                                    (二甲)                                    ",涿鹿县中医院
"
                                    (二级)                                    ",怀来县妇幼保健计划生育服务中心
